total mass,68.63536835,,,,time,Rft_COM,,,Lft_COM,,,Rshank_COM,,,Lshank_COM,,,Rthigh_COM,,,Lthigh_COM,,,Rankle_jc,,,Lankle_jc,,,Rknee_jc,,,Lknee_jc,,,Rhip_jc,,,Lhip_jc,,,GRF_Rleg,,,GRF_Lleg,,,GRT_Rleg,,,GRT_Lleg,,,COP_Rleg,,,COP_Lleg,,,Rft_angle,,,Lft_angle,,,Rshank_angle,,,Lshank_angle,,,Rthigh_angle,,,Lthigh_angle,,
Mass of foot,0.940304546,,,,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,,,,0.745548,24.2828,14.4692,4.26236,26.0849,73.6081,3.853,24.5947,21.4432,30.0473,25.1124,68.2677,29.7311,20.3432,31.7525,68.4519,19.9411,59.4235,68.2922,21.5898,15.9164,9.50411,23.2357,71.4641,8.879,27.0129,25.8908,46.5791,26.6226,65.6954,46.5114,15.718,35.8175,83.6203,15.3075,55.0741,83.3968,-21.8059,77.289,317.895,22.3352,-75.5609,361.063,-31.6352,-11.9628,2.34836,18.048,-6.52742,-4.53809,28.3386,12.5503,-1.99958,25.8133,74.4522,-2.35587,-9.60778,1.19968,-101.131,8.46605,2.35365,-65.7428,-15.058,8.03983,-109.072,8.71501,5.08375,-58.3503,-15.0023,-16.4115,-88.3369,16.064,-16.4248,-84.0403
,,,,,0.747526,24.2817,14.4691,4.26145,26.0832,73.604,3.85789,24.5935,21.4345,30.0517,25.1112,68.26,29.7296,20.3384,31.736,68.4575,19.9428,59.4077,68.2895,21.5899,15.9141,9.50495,23.2353,71.462,8.87833,27.0106,25.877,46.5862,26.6208,65.6832,46.5093,15.7113,35.7991,83.6248,15.3117,55.0558,83.3936,-21.859,77.6086,318.805,22.5058,-75.5498,359.987,-31.7152,-12.0387,2.34317,17.9804,-6.41642,-4.5902,28.3516,12.5536,-1.99955,25.7878,74.4484,-2.3559,-9.58198,1.19556,-101.137,8.45107,2.36737,-65.7372,-15.039,8.03587,-109.093,8.73056,5.0816,-58.3238,-14.9966,-16.419,-88.3594,16.0731,-16.4163,-84.0599
,,,,,0.749503,24.2822,14.4673,4.26092,26.0814,73.6033,3.85967,24.5913,21.4261,30.0536,25.1079,68.2531,29.7282,20.3321,31.7212,68.46,19.9416,59.3938,68.2862,21.5899,15.9116,9.50482,23.2357,71.4606,8.87944,27.0067,25.8638,46.5899,26.6146,65.672,46.5058,15.7034,35.7831,83.6266,15.314,55.04,83.3906,-21.8519,77.754,319.603,22.651,-75.3972,359.067,-31.7787,-11.977,2.32842,17.9696,-6.41404,-4.58529,28.3229,12.5585,-1.99971,25.7917,74.4582,-2.35592,-9.57653,1.19253,-101.132,8.47059,2.37158,-65.7387,-15.022,8.02982,-109.088,8.74601,5.0721,-58.3312,-14.9933,-16.4255,-88.3674,16.0796,-16.4038,-84.1139
,,,,,0.751481,24.2832,14.465,4.26049,26.0797,73.6036,3.86056,24.5889,21.4178,30.055,25.104,68.2465,29.7268,20.3254,31.7068,68.4617,19.9396,59.3804,68.2828,21.5899,15.9092,9.50441,23.2363,71.4592,8.88107,27.0022,25.8507,46.5926,26.6071,65.6612,46.5019,15.6952,35.7678,83.6275,15.3158,55.0248,83.3875,-21.7767,78.043,320.144,22.7318,-75.3706,358.492,-31.8481,-11.932,2.37293,17.9191,-6.39451,-4.55335,28.3026,12.5537,-1.99977,25.7891,74.4521,-2.35591,-9.57693,1.18982,-101.124,8.50001,2.37305,-65.7422,-15.0055,8.02317,-109.074,8.76143,5.06049,-58.3484,-14.9908,-16.4317,-88.3713,16.0854,-16.3902,-84.1779
,,,,,0.753458,24.2835,14.464,4.26076,26.082,73.6028,3.85616,24.5857,21.4109,30.0576,25.102,68.2418,29.7262,20.3171,31.6919,68.4656,19.9396,59.3669,68.2809,21.5884,15.9075,9.50432,23.2358,71.4588,8.88134,26.9977,25.8396,46.5973,26.6038,65.653,46.5006,15.6842,35.7504,83.6309,15.3181,55.0076,83.385,-21.782,78.315,320.396,22.9207,-75.184,357.591,-31.9014,-11.9876,2.37057,17.8895,-6.3396,-4.58333,28.317,12.5449,-1.99965,25.7782,74.4564,-2.35594,-9.56892,1.18181,-101.125,8.47772,2.35023,-65.7338,-14.9899,8.01843,-109.062,8.77327,5.05634,-58.3302,-14.9822,-16.4417,-88.3867,16.099,-16.382,-84.2199
,,,,,0.755436,24.2836,14.4633,4.26123,26.0856,73.6017,3.85023,24.5823,21.4044,30.0605,25.1005,68.2377,29.7258,20.3083,31.6769,68.4702,19.9402,59.3533,68.2793,21.5863,15.9062,9.50432,23.2351,71.4587,8.88121,26.9932,25.829,46.6026,26.6017,65.6457,46.5001,15.6725,35.7323,83.6349,15.3206,54.9897,83.3827,-21.8957,78.49,321.656,23.0697,-75.1663,357.281,-32.0749,-12.0051,2.39006,17.8715,-6.27224,-4.57068,28.3078,12.53,-1.99958,25.7609,74.4557,-2.35596,-9.55846,1.17228,-101.127,8.44057,2.3204,-65.7219,-14.9746,8.01424,-109.05,8.78407,5.05433,-58.3018,-14.9718,-16.4529,-88.4053,16.1149,-16.3753,-84.2555
,,,,,0.757414,24.2833,14.4628,4.26224,26.0876,73.6015,3.85037,24.5824,21.3952,30.0629,25.0986,68.2327,29.7245,20.3052,31.6614,68.4731,19.9406,59.3403,68.276,21.5864,15.9034,9.50339,23.2344,71.458,8.8812,26.9934,25.8146,46.6078,26.5988,65.6372,46.4978,15.6671,35.716,83.6362,15.3233,54.9735,83.3788,-21.8826,78.612,321.966,23.1483,-75.0856,356.613,-32.1039,-12.0084,2.3677,17.8552,-6.29653,-4.56328,28.3052,12.5306,-1.9996,25.771,74.4605,-2.35596,-9.53993,1.1712,-101.127,8.43651,2.31387,-65.7233,-14.9555,8.01395,-109.066,8.7963,5.05118,-58.3186,-14.9707,-16.4625,-88.4563,16.1266,-16.3673,-84.2921
,,,,,0.759391,24.2828,14.4623,4.26342,26.0892,73.6016,3.85227,24.5836,21.3852,30.0653,25.0966,68.2275,29.723,20.3037,31.6457,68.4754,19.941,59.3274,68.2723,21.587,15.9002,9.5022,23.2337,71.4573,8.88122,26.995,25.7991,46.6129,26.5957,65.6283,46.4949,15.6634,35.7003,83.6366,15.3262,54.9578,83.3745,-22.0995,78.8532,322.508,23.2532,-75.0533,356.252,-32.1639,-11.9784,2.37573,17.7957,-6.22263,-4.57848,28.2897,12.5288,-1.99966,25.752,74.4489,-2.35596,-9.51902,1.17259,-101.125,8.44207,2.31412,-65.7287,-14.9353,8.01479,-109.09,8.80895,5.04769,-58.3486,-14.9722,-16.4716,-88.5167,16.137,-16.3589,-84.329
,,,,,0.761369,24.2826,14.4626,4.26343,26.0858,73.6023,3.85631,24.5847,21.3723,30.0676,25.0948,68.223,29.7225,20.3013,31.6311,68.4801,19.9433,59.3157,68.2716,21.5837,15.8892,9.49849,23.2329,71.4564,8.88111,26.9997,25.7848,46.6201,26.5931,65.621,46.4941,15.6561,35.6854,83.6396,15.3318,54.9431,83.3738,-22.0836,78.9201,323.032,23.4592,-75.0347,355.784,-32.2123,-12.0061,2.4028,17.8094,-6.21408,-4.59476,28.2922,12.53,-1.99966,25.7519,74.4593,-2.35599,-9.40505,1.14972,-101.125,8.47224,2.34343,-65.7381,-14.9265,8.02443,-109.071,8.81874,5.04504,-58.3626,-14.9729,-16.4897,-88.5925,16.1475,-16.3467,-84.3508
,,,,,0.763346,24.2826,14.4632,4.26311,26.0809,73.6032,3.86098,24.5857,21.3587,30.0699,25.0931,68.2189,29.7223,20.2985,31.6169,68.4855,19.9462,59.3044,68.2717,21.5792,15.8758,9.49405,23.2321,71.4556,8.88096,27.0052,25.771,46.6278,26.5908,65.6142,46.4939,15.6476,35.6709,83.6434,15.3384,54.9287,83.3742,-22.1641,79.1988,323.57,23.5743,-74.8316,354.922,-32.2989,-11.9867,2.39993,17.7478,-6.25355,-4.57659,28.2801,12.5198,-1.99964,25.7673,74.4541,-2.35595,-9.26352,1.1197,-101.124,8.50971,2.38128,-65.7487,-14.9211,8.03664,-109.039,8.82771,5.04263,-58.372,-14.9734,-16.5106,-88.6728,16.158,-16.3334,-84.3683
,,,,,0.765324,24.2827,14.4643,4.26177,26.0793,73.603,3.86169,24.5864,21.3494,30.0723,25.0908,68.2131,29.7213,20.2941,31.6013,68.4903,19.9464,59.2902,68.2687,21.5777,15.8717,9.49119,23.2318,71.4557,8.88167,27.0076,25.7574,46.6344,26.5869,65.6037,46.4915,15.6384,35.6539,83.6469,15.3414,54.9119,83.3707,-22.3114,79.2811,323.667,23.7059,-74.8588,354.132,-32.3266,-12.0495,2.40019,17.6941,-6.19238,-4.55606,28.2983,12.5144,-1.99952,25.7539,74.4501,-2.35596,-9.20768,1.1125,-101.127,8.50975,2.38088,-65.7447,-14.9039,8.04095,-109.051,8.84425,5.03749,-58.3471,-14.9696,-16.528,-88.7412,16.1676,-16.3237,-84.4122
,,,,,0.767301,24.2828,14.4656,4.26013,26.0786,73.6024,3.86123,24.5869,21.3413,30.0747,25.0884,68.2068,29.72,20.2891,31.5854,68.4949,19.9458,59.275,68.2647,21.577,15.8703,9.48881,23.2316,71.4561,8.88264,27.009,25.744,46.6407,26.5826,65.5921,46.4885,15.629,35.6362,83.6502,15.3434,54.8942,83.3661,-22.3562,79.3498,324.415,23.7363,-74.7766,353.631,-32.3349,-12.04,2.38916,17.6287,-6.17928,-4.55443,28.2868,12.5347,-1.99971,25.7527,74.4387,-2.35592,-9.17716,1.11204,-101.131,8.49874,2.36919,-65.7364,-14.8832,8.04291,-109.076,8.86302,5.03154,-58.3121,-14.9646,-16.5446,-88.8061,16.1769,-16.3149,-84.4639
,,,,,0.769279,24.2826,14.4646,4.25938,26.0814,73.6014,3.85858,24.5858,21.3341,30.0773,25.0867,68.2016,29.7177,20.2826,31.5714,68.5,19.9479,59.2617,68.2602,21.5756,15.8689,9.48815,23.2313,71.4571,8.88252,27.0081,25.7322,46.646,26.5799,65.5817,46.4843,15.6186,35.6208,83.6553,15.3488,54.8789,83.3614,-22.4497,79.3257,324.69,23.9424,-74.7746,352.82,-32.3916,-11.9888,2.41389,17.6283,-6.1045,-4.58186,28.268,12.5257,-1.99974,25.7355,74.4501,-2.35599,-9.16831,1.10929,-101.133,8.46638,2.33846,-65.7306,-14.866,8.04315,-109.068,8.88085,5.0283,-58.3111,-14.9595,-16.5582,-88.8513,16.1843,-16.3033,-84.4881
,,,,,0.771257,24.2822,14.463,4.25889,26.0852,73.6002,3.85527,24.5841,21.3272,30.08,25.0853,68.1966,29.715,20.2756,31.558,68.5053,19.9509,59.2489,68.2557,21.5739,15.8674,9.488,23.2309,71.4584,8.88207,27.0066,25.7209,46.651,26.5776,65.5718,46.4799,15.6078,35.606,83.6608,15.3553,54.8642,83.3568,-22.5089,79.5554,324.687,24.0863,-74.631,352.083,-32.4509,-12.078,2.40696,17.6173,-6.06664,-4.56397,28.2954,12.5074,-1.99948,25.7284,74.4574,-2.35602,-9.16589,1.10585,-101.136,8.42774,2.3021,-65.7256,-14.8499,8.04287,-109.05,8.8984,5.02586,-58.3202,-14.9543,-16.5711,-88.8905,16.1912,-16.2909,-84.5041
,,,,,0.773234,24.2821,14.4628,4.25873,26.0825,73.6014,3.85739,24.5857,21.3188,30.0829,25.0819,68.1931,29.7166,20.271,31.5437,68.5103,19.9521,59.2373,68.2548,21.574,15.8664,9.48726,23.2256,71.4605,8.88665,27.0093,25.7064,46.6569,26.5758,65.5637,46.4791,15.5982,35.5918,83.6652,15.3587,54.8501,83.3558,-22.6604,79.6168,325.044,24.1485,-74.7449,351.39,-32.5674,-12.0077,2.40969,17.5079,-6.06234,-4.58241,28.2697,12.4827,-1.99943,25.7305,74.4361,-2.35595,-9.15954,1.10728,-101.135,8.40549,2.29838,-65.7306,-14.8279,8.04607,-109.027,8.91496,5.03159,-58.2829,-14.9553,-16.5886,-88.967,16.1999,-16.2832,-84.5392
,,,,,0.775212,24.282,14.4631,4.25866,26.0778,73.6033,3.86113,24.5882,21.3099,30.086,25.078,68.19,29.7196,20.2672,31.5291,68.5152,19.9528,59.2259,68.255,21.5746,15.8657,9.48634,23.2188,71.463,8.89274,27.0133,25.691,46.6631,26.5741,65.5561,46.4795,15.5889,35.5778,83.6691,15.3611,54.8361,83.3559,-22.5584,79.7613,325.56,24.2105,-74.5104,351.097,-32.6094,-12.0564,2.4059,17.446,-6.06055,-4.58004,28.2788,12.4856,-1.99941,25.7314,74.4226,-2.35591,-9.15202,1.11017,-101.134,8.38815,2.30443,-65.7386,-14.8041,8.05029,-109.002,8.93121,5.03975,-58.232,-14.9581,-16.6074,-89.0547,16.2091,-16.2769,-84.58
,,,,,0.777189,24.2819,14.4626,4.25834,26.0793,73.604,3.86003,24.5936,21.3057,30.0928,25.0746,68.184,29.7193,20.267,31.5125,68.5223,19.954,59.2107,68.252,21.578,15.8739,9.49059,23.2179,71.4629,8.89617,27.0204,25.6769,46.672,26.5688,65.5454,46.4763,15.5837,35.5594,83.6751,15.3668,54.8177,83.3531,-22.7184,79.758,326.011,24.3581,-74.4884,350.582,-32.659,-12.0747,2.40486,17.4499,-6.03289,-4.58949,28.2793,12.4842,-1.9994,25.7261,74.431,-2.35594,-9.24019,1.12642,-101.133,8.37979,2.29672,-65.7376,-14.7701,8.05598,-109.001,8.9484,5.03366,-58.2257,-14.9531,-16.626,-89.1631,16.2201,-16.2606,-84.6216
,,,,,0.779167,24.2819,14.4619,4.25795,26.0826,73.6042,3.85746,24.6,21.303,30.1008,25.0714,68.1772,29.7181,20.268,31.4952,68.5302,19.9554,59.1943,68.248,21.5822,15.8849,9.49639,23.2188,71.4619,8.89881,27.0285,25.6631,46.6817,26.5623,65.5339,46.472,15.5797,35.5397,83.6816,15.3736,54.798,83.3493,-22.7536,79.7348,326.321,24.525,-74.3669,349.491,-32.601,-12.0923,2.37454,17.4663,-5.91852,-4.56582,28.2811,12.5114,-1.99958,25.6987,74.4513,-2.35605,-9.35686,1.14663,-101.132,8.37414,2.28486,-65.7338,-14.733,8.0621,-109.006,8.96587,5.02328,-58.2328,-14.9457,-16.6445,-89.2778,16.2316,-16.2414,-84.6634
,,,,,0.781145,24.2803,14.4636,4.25355,26.0804,73.6034,3.85948,24.6069,21.2902,30.1032,25.0686,68.1718,29.7165,20.2679,31.4799,68.5342,19.9546,59.1817,68.2448,21.5802,15.8772,9.49307,23.2191,71.4627,8.89954,27.0426,25.6462,46.6887,26.5569,65.5235,46.4684,15.5698,35.5254,83.6836,15.376,54.7837,83.3462,-22.8357,79.8143,326.692,24.571,-74.3454,349.138,-32.6351,-12.0321,2.3657,17.4789,-5.8497,-4.57936,28.2585,12.5123,-1.99969,25.6807,74.46,-2.3561,-9.25768,1.14275,-101.132,8.36836,2.29261,-65.7352,-14.7157,8.08414,-109.014,8.98348,5.01513,-58.2364,-14.9515,-16.6791,-89.4615,16.2369,-16.23,-84.7151
,,,,,0.783122,24.2783,14.4659,4.24794,26.0765,73.6021,3.86289,24.6139,21.2744,30.1039,25.0659,68.1669,29.7147,20.2675,31.4651,68.5371,19.9532,59.1702,68.2417,21.5762,15.864,9.487,23.2192,71.4641,8.89968,27.0585,25.6283,46.6948,26.5519,65.5135,46.4651,15.5582,35.5128,83.6842,15.3772,54.7712,83.3434,-22.7636,79.892,327.308,24.7644,-74.2703,348.155,-32.6884,-12.0849,2.43254,17.3977,-5.89701,-4.58967,28.2678,12.5149,-1.99966,25.699,74.4508,-2.35605,-9.09292,1.13154,-101.131,8.36254,2.30631,-65.7381,-14.7044,8.111,-109.023,9.00113,5.00766,-58.2387,-14.9613,-16.7187,-89.6667,16.2404,-16.221,-84.7696
,,,,,0.7851,24.2791,14.4648,4.25016,26.0768,73.6014,3.86387,24.6158,21.2657,30.1059,25.0638,68.1634,29.7125,20.2634,31.4504,68.5401,19.955,59.1577,68.2378,21.5745,15.8597,9.48644,23.2175,71.4649,8.89857,27.0632,25.6161,46.699,26.5496,65.5065,46.462,15.5478,35.4964,83.6865,15.3817,54.7548,83.3389,-22.8713,79.8948,327.308,24.9827,-74.2748,347.808,-32.7152,-12.1166,2.40887,17.3016,-5.87881,-4.57017,28.2774,12.5067,-1.99956,25.6955,74.4282,-2.35598,-9.05864,1.11978,-101.136,8.34091,2.29183,-65.7315,-14.6912,8.11982,-109.012,9.0133,5.007,-58.2376,-14.956,-16.7406,-89.772,16.2543,-16.2112,-84.8015
,,,,,0.787077,24.2809,14.4627,4.25477,26.0784,73.6007,3.86411,24.6161,21.2593,30.1084,25.062,68.1603,29.7101,20.258,31.4359,68.5431,19.9576,59.1448,68.2336,21.5736,15.8582,9.48756,23.2152,71.4656,8.89708,27.0645,25.6057,46.7025,26.5482,65.5004,46.459,15.5379,35.479,83.6892,15.3872,54.7374,83.3338,-22.852,79.897,327.483,25.212,-74.1835,347.12,-32.7817,-12.1145,2.40509,17.3493,-5.83451,-4.57708,28.2748,12.4917,-1.99947,25.686,74.4518,-2.35607,-9.0642,1.10786,-101.143,8.31444,2.26874,-65.7219,-14.6775,8.12312,-108.995,9.0238,5.00842,-58.2354,-14.9461,-16.7571,-89.8468,16.2715,-16.2012,-84.8265
,,,,,0.789055,24.2818,14.4622,4.25593,26.0771,73.6014,3.86401,24.6179,21.2525,30.11,25.0596,68.1557,29.7085,20.2543,31.4226,68.5456,19.9578,59.1329,68.2305,21.5735,15.8574,9.48623,23.215,71.4657,8.89712,27.0679,25.594,46.7066,26.5441,65.492,46.4559,15.5292,35.4646,83.6906,15.3903,54.723,83.3308,-23.0673,79.9646,327.817,25.203,-74.1784,346.711,-32.8109,-12.0912,2.42861,17.3169,-5.78874,-4.5889,28.264,12.493,-1.99953,25.6748,74.4483,-2.35608,-9.06072,1.10695,-101.148,8.32659,2.27673,-65.7291,-14.6597,8.12769,-109.006,9.03718,5.00281,-58.2194,-14.9432,-16.775,-89.926,16.2801,-16.1906,-84.8737
,,,,,0.791032,24.2825,14.4623,4.25603,26.0749,73.6025,3.8638,24.6202,21.2456,30.1114,25.0571,68.1507,29.707,20.251,31.4097,68.548,19.9572,59.1213,68.2279,21.5736,15.857,9.48415,23.2154,71.4657,8.89762,27.0719,25.582,46.7108,26.5391,65.483,46.4529,15.5208,35.4512,83.6916,15.3927,54.7096,83.3284,-23.0923,79.7972,328.116,25.3062,-74.2046,346.107,-32.9319,-12.1341,2.41851,17.3052,-5.75334,-4.59134,28.2736,12.4653,-1.99929,25.6675,74.4536,-2.35611,-9.05445,1.10942,-101.152,8.35061,2.29425,-65.7416,-14.6406,8.13264,-109.026,9.05145,4.99503,-58.1993,-14.9425,-16.7934,-90.0067,16.286,-16.1797,-84.9277
,,,,,0.79301,24.2824,14.4617,4.25558,26.0749,73.6025,3.86355,24.6238,21.2405,30.1173,25.0473,68.1427,29.7037,20.245,31.3839,68.5536,19.9369,59.096,68.2205,21.5759,15.8651,9.48851,23.2144,71.4653,8.89738,27.0764,25.5662,46.7178,26.5223,65.469,46.4471,15.5076,35.4183,83.6964,15.37,54.6764,83.32,-23.1335,79.8353,328.621,25.5118,-73.9658,345.541,-32.8827,-12.0703,2.45358,17.2594,-5.72052,-4.59118,28.2487,12.4956,-1.99962,25.6607,74.4486,-2.3561,-9.14584,1.11952,-101.145,8.34959,2.29042,-65.7378,-14.6052,8.13663,-109.02,9.073,4.97174,-58.1762,-14.9186,-16.8205,-90.0944,16.3145,-16.1866,-85.0945
,,,,,0.794988,24.282,14.4608,4.25497,26.0755,73.6022,3.86329,24.6277,21.236,30.1245,25.0353,68.1339,29.6998,20.2382,31.354,68.5604,19.9105,59.0664,68.2117,21.5789,15.876,9.49486,23.213,71.4648,8.89691,27.0812,25.5494,46.7257,26.5018,65.4534,46.4404,15.4927,35.3795,83.7024,15.3395,54.6371,83.3096,-23.1619,79.8501,329.079,25.5746,-73.919,345.252,-32.9329,-12.1221,2.43646,17.2651,-5.68635,-4.58839,28.2593,12.4943,-1.99956,25.6522,74.4544,-2.35613,-9.26706,1.13186,-101.133,8.34084,2.27999,-65.7289,-14.5646,8.1403,-109.006,9.09682,4.94361,-58.1523,-14.8875,-16.8504,-90.1845,16.3501,-16.199,-85.2958
,,,,,0.796965,24.2823,14.4592,4.25441,26.0759,73.6016,3.86338,24.6294,21.2294,30.1259,25.0376,68.1313,29.6993,20.2367,31.3487,68.5632,19.9234,59.0624,68.2123,21.5765,15.8699,9.49204,23.2137,71.4635,8.89692,27.0861,25.5424,46.7306,26.5053,65.4497,46.4396,15.4867,35.3752,83.7037,15.359,54.633,83.3112,-23.2548,79.9765,329.537,25.7399,-73.9272,344.873,-32.9598,-12.2363,2.46678,17.1762,-5.67821,-4.59238,28.2888,12.5001,-1.99946,25.6516,74.4341,-2.35607,-9.22052,1.12349,-101.133,8.34617,2.28322,-65.7255,-14.5606,8.14956,-109.016,9.10067,4.94793,-58.153,-14.8927,-16.8667,-90.3058,16.3496,-16.1761,-85.2577
,,,,,0.798943,24.2828,14.4572,4.25386,26.0761,73.6009,3.86358,24.6304,21.2222,30.1256,25.0443,68.1305,29.6999,20.2368,31.3509,68.5648,19.9486,59.0664,68.2158,21.5724,15.8585,9.48637,23.215,71.462,8.89707,27.0912,25.5386,46.7346,26.5163,65.4496,46.4406,15.4834,35.3816,83.7037,15.394,54.6398,83.3165,-23.0954,80.0525,329.868,25.8562,-73.7951,344.136,-33.0686,-12.142,2.44638,17.1234,-5.59592,-4.60074,28.2565,12.4771,-1.99945,25.6312,74.4294,-2.35609,-9.12165,1.10864,-101.137,8.35588,2.29071,-65.7238,-14.5678,8.16056,-109.034,9.09833,4.96229,-58.1613,-14.9091,-16.8787,-90.4367,16.338,-16.1423,-85.1452
,,,,,0.80092,24.2823,14.4563,4.25483,26.0772,73.6012,3.86525,24.6334,21.2152,30.1283,25.0426,68.125,29.699,20.2347,31.3423,68.5686,19.9559,59.0576,68.2162,21.5721,15.8541,9.48597,23.2147,71.4616,8.89696,27.097,25.5294,46.7398,26.5136,65.44,46.439,15.4758,35.3734,83.7065,15.4083,54.6316,83.3182,-23.2067,80.0277,330.235,26.0343,-73.6607,343.185,-33.0426,-12.1706,2.44812,17.1333,-5.5459,-4.62176,28.2611,12.4961,-1.99956,25.6211,74.4461,-2.35616,-9.09281,1.09859,-101.132,8.36098,2.28965,-65.7259,-14.5588,8.16861,-109.018,9.11253,4.95872,-58.1781,-14.9114,-16.8978,-90.5609,16.3345,-16.1178,-85.1458
,,,,,0.802898,24.2814,14.4558,4.25628,26.0787,73.6019,3.86737,24.6372,21.2082,30.1319,25.0383,68.1181,29.6976,20.2319,31.3303,68.5732,19.9576,59.0449,68.2155,21.5729,15.8519,9.48723,23.2138,71.4617,8.89678,27.103,25.5186,46.7453,26.5065,65.4273,46.4366,15.467,35.3606,83.7103,15.4161,54.6188,83.3187,-23.3552,80.0312,331.045,26.1956,-73.7376,342.79,-33.142,-12.2471,2.45962,17.0853,-5.57923,-4.59269,28.2751,12.4905,-1.99946,25.6327,74.4379,-2.35612,-9.08594,1.09005,-101.124,8.36463,2.28592,-65.7291,-14.5447,8.17576,-108.993,9.13189,4.94954,-58.1976,-14.9093,-16.9192,-90.6831,16.3335,-16.0962,-85.1818
,,,,,0.804876,24.282,14.4574,4.25675,26.0774,73.6029,3.86667,24.6394,21.205,30.136,25.0388,68.1129,29.6969,20.2277,31.3182,68.5765,19.9614,59.034,68.2137,21.5756,15.8594,9.49112,23.2139,71.4611,8.89801,27.1049,25.5067,46.7495,26.5073,65.4185,46.4344,15.4585,35.3483,83.713,15.4219,54.6065,83.3172,-23.3165,80.0598,331.51,26.3404,-73.5472,342.241,-33.1494,-12.2513,2.49316,17.0502,-5.50178,-4.59984,28.2713,12.5023,-1.99956,25.6127,74.4356,-2.35614,-9.14013,1.10018,-101.129,8.38896,2.29233,-65.7392,-14.5168,8.17548,-108.991,9.14496,4.95084,-58.1928,-14.9092,-16.934,-90.7767,16.3383,-16.0886,-85.1863
,,,,,0.806853,24.2832,14.4598,4.2569,26.0752,73.604,3.86507,24.6412,21.2029,30.1402,25.0408,68.1083,29.6965,20.223,31.306,68.5794,19.9658,59.0237,68.2115,21.5789,15.8698,9.49584,23.2144,71.4603,8.89968,27.1054,25.4945,46.7533,26.5106,65.4109,46.4322,15.4501,35.3361,83.7154,15.4271,54.5942,83.315,-23.2913,80.1929,331.328,26.4844,-73.5989,341.847,-33.2325,-12.2076,2.46203,17.0343,-5.4685,-4.60845,28.2601,12.4718,-1.9994,25.6048,74.4367,-2.35616,-9.21342,1.11619,-101.138,8.41977,2.30191,-65.7515,-14.4845,8.17286,-108.997,9.15604,4.95545,-58.1804,-14.9098,-16.9468,-90.8615,16.345,-16.0855,-85.1808
,,,,,0.808831,24.2833,14.4603,4.25783,26.0734,73.6046,3.86522,24.6445,21.1932,30.1413,25.0386,68.1025,29.6954,20.2215,31.2913,68.5833,19.9681,59.0096,68.2086,21.5772,15.8637,9.49237,23.2141,71.4603,8.89972,27.1129,25.4821,46.758,26.5068,65.4003,46.4302,15.4424,35.3199,83.7186,15.4336,54.5778,83.3115,-23.3724,80.1525,331.782,26.5837,-73.4979,340.853,-33.2541,-12.3102,2.5012,16.9164,-5.42142,-4.60788,28.286,12.479,-1.99933,25.5956,74.4166,-2.35611,-9.14924,1.10433,-101.14,8.43006,2.30613,-65.7493,-14.4724,8.18498,-108.997,9.17234,4.95022,-58.1752,-14.9048,-16.9686,-90.9959,16.3538,-16.0713,-85.2035
,,,,,0.810808,24.2832,14.4601,4.25901,26.0717,73.605,3.86592,24.6484,21.1812,30.1413,25.0351,68.0962,29.694,20.221,31.2758,68.5874,19.9696,58.9945,68.2056,21.5738,15.8523,9.4863,23.2136,71.4606,8.89924,27.1226,25.4696,46.763,26.5008,65.3888,46.4282,15.435,35.3023,83.7221,15.4404,54.5601,83.3077,-23.3728,80.2263,332.373,26.7754,-73.3604,340.099,-33.3242,-12.3304,2.48066,16.8801,-5.39356,-4.62883,28.2855,12.4757,-1.99931,25.5909,74.417,-2.35612,-9.04114,1.08358,-101.139,8.43385,2.30865,-65.7425,-14.4667,8.20176,-108.996,9.19029,4.94187,-58.1722,-14.8981,-16.9932,-91.1461,16.3634,-16.0537,-85.2351
,,,,,0.812786,24.2827,14.4585,4.25789,26.0723,73.6039,3.86677,24.6486,21.1737,30.1426,25.0327,68.0908,29.6932,20.2169,31.2636,68.591,19.9712,58.9825,68.2039,21.5715,15.8476,9.48344,23.2133,71.46,8.89864,27.1249,25.4597,46.7676,26.4968,65.3796,46.4272,15.4263,35.2885,83.7251,15.4458,54.5462,83.3057,-23.4912,80.2117,333.298,26.885,-73.3311,339.774,-33.3516,-12.3147,2.51116,16.9464,-5.35552,-4.61206,28.2705,12.4953,-1.99951,25.5812,74.4412,-2.35621,-9.00916,1.07576,-101.14,8.42717,2.30491,-65.74,-14.4563,8.20738,-109.003,9.2031,4.93621,-58.1567,-14.8931,-17.0093,-91.2551,16.3706,-16.0406,-85.2631
